Concept,Feature,WB_Label,BR_Label,Prod_Freq,Rank_PF,Sum_PF_No_Tax,CPF
mug,has_a_handle,external_component,visual-form_and_surface,22,2,508,42
mug,made_of_ceramic,made_of,visual-form_and_surface,10,3,51,7
mug,used_for_drinking,function,function,10,3,37,3
mug,a_cup,coordinate,taxonomic,9,5,,1
mug,used_for_hot_chocolate,function,function,9,5,9,1
mug,used_for_tea,function,function,9,5,29,3
mug,is_large,external_surface_property,visual-form_and_surface,8,8,1076,106
mug,used_for_eating_soup,function,function,8,8,27,2
mug,used_for_holding_things,function,function,8,8,161,14
mug,a_container,superordinate,taxonomic,6,11,,5
mug,has_patterns,external_surface_property,visual-form_and_surface,6,11,33,5
mug,has_a_message,external_surface_property,visual-form_and_surface,5,13,22,3
mug,used_for_hot_drinks,function,function,5,13,5,1
mushroom,is_poisonous,systemic_property,encyclopaedic,20,1,45,3
mushroom,a_fungus,superordinate,taxonomic,17,2,,1
mushroom,is_edible,function,function,16,3,890,78
mushroom,a_vegetable,superordinate,taxonomic,13,4,,28
mushroom,is_brown,external_surface_property,visual-colour,13,4,480,54
mushroom,eaten_in_salads,function,function,11,6,164,13
mushroom,is_white,external_surface_property,visual-colour,10,7,634,51
mushroom,grows_in_forests,location,encyclopaedic,7,8,46,5
mushroom,grows_on_the_ground,location,encyclopaedic,7,8,17,3
mushroom,has_a_cap,external_component,visual-form_and_surface,7,8,12,2
mushroom,used_as_drug,function,function,7,8,7,1
mushroom,eaten_on_pizza,function,function,6,12,31,4
mushroom,grows_in_the_wild,location,encyclopaedic,6,12,6,1
mushroom,eaten_by_cooking,action,function,5,14,100,15
mushroom,has_a_stem,external_component,visual-form_and_surface,5,14,45,4
mushroom,is_small,external_surface_property,visual-form_and_surface,5,14,1229,121
muzzle,used_for_preventing_noise,function,function,15,1,15,1
muzzle,worn_over_mouths,function,function,13,2,13,1
muzzle,used_on_animals,associated_entity,encyclopaedic,12,3,17,2
muzzle,made_of_leather,made_of,visual-form_and_surface,11,4,206,13
muzzle,used_for_preventing_biting,function,function,10,5,10,1
muzzle,used_on_dogs,associated_entity,encyclopaedic,10,5,10,1
muzzle,has_a_strap,external_component,visual-form_and_surface,7,7,23,3
muzzle,used_for_restraining,function,function,7,7,7,1
napkin,made_of_paper,made_of,visual-form_and_surface,20,1,119,10
napkin,used_for_cleaning,function,function,13,2,52,5
napkin,used_for_wiping_hands,function,function,12,3,12,1
napkin,is_white,external_surface_property,visual-colour,11,4,634,51
napkin,made_of_cloth,made_of,visual-form_and_surface,10,5,33,4
napkin,found_on_tables,location,encyclopaedic,9,6,26,3
napkin,is_square,external_surface_property,visual-form_and_surface,9,6,53,6
napkin,different_colours,external_surface_property,visual-colour,8,8,460,58
napkin,is_placed_on_laps,action,function,7,9,7,1
napkin,used_at_dinners,time,encyclopaedic,7,9,7,1
napkin,used_by_folding/unfolding,action,function,7,9,7,1
napkin,used_for_wiping_mouth,function,function,7,9,7,1
napkin,is_disposable,systemic_property,encyclopaedic,5,13,5,1
napkin,is_soft,external_surface_property,tactile,5,13,239,27
necklace,worn_around_neck,function,function,23,1,85,6
necklace,made_of_gold,made_of,visual-form_and_surface,20,2,100,6
necklace,made_of_silver,made_of,visual-form_and_surface,15,3,85,7
necklace,a_jewelry,superordinate,taxonomic,13,4,,3
necklace,used_for_gifts,function,function,12,5,22,2
necklace,a_fashion_accessory,superordinate,taxonomic,11,6,,3
necklace,is_long,external_surface_property,visual-form_and_surface,9,7,844,81
necklace,is_expensive,systemic_property,encyclopaedic,8,8,226,22
necklace,made_of_pearls,made_of,visual-form_and_surface,8,8,8,1
necklace,bought/sold_in_stores,location,encyclopaedic,7,10,31,5
necklace,made_of_diamonds,made_of,visual-form_and_surface,7,10,17,2
necklace,has_a_clasp,external_component,visual-form_and_surface,6,12,13,2
necklace,has_a_pendant,associated_entity,encyclopaedic,6,12,6,1
necklace,has_a_charm,external_component,visual-form_and_surface,5,14,5,1
necklace,has_sentimental_value,systemic_property,encyclopaedic,5,14,5,1
necklace,made_of_beads,made_of,visual-form_and_surface,5,14,5,1
necklace,worn_by_women,participant,function,5,14,232,18
nectarine,a_fruit,superordinate,taxonomic,25,1,,29
nectarine,has_a_pit,internal_component,visual-form_and_surface,21,2,94,6
nectarine,is_juicy,internal_surface_property,tactile,19,3,230,21
nectarine,is_orange,external_surface_property,visual-colour,15,4,210,15
nectarine,is_round,external_surface_property,visual-form_and_surface,14,5,823,76
nectarine,tastes_sweet,internal_surface_property,taste,14,5,320,24
nectarine,has_skin,external_component,visual-form_and_surface,13,7,131,16
nectarine,grows_on_trees,origin,encyclopaedic,11,8,223,19
nectarine,has_no_fuzz,negation,encyclopaedic,7,9,7,1
nectarine,tastes_good,internal_surface_property,taste,7,9,235,33
nectarine,has_smooth_skin,external_surface_property,tactile,6,11,6,1
nectarine,eaten_in_summer,time,encyclopaedic,5,12,29,5
nectarine,has_a_large_pit,internal_component,visual-form_and_surface,5,12,11,2
nectarine,has_an_inside,internal_component,visual-form_and_surface,5,12,94,11
nectarine,is_small,external_surface_property,visual-form_and_surface,5,12,1229,121
nectarine,is_smooth,external_surface_property,tactile,5,12,46,8
nectarine,like_a_peach,cognitive_operation,encyclopaedic,5,12,5,1
nightgown,worn_at_night,time,encyclopaedic,25,1,35,2
nightgown,is_long,external_surface_property,visual-form_and_surface,16,2,844,81
nightgown,is_comfortable,evaluation,tactile,13,3,171,15
nightgown,worn_by_women,participant,function,10,4,232,18
nightgown,is_short,external_surface_property,visual-form_and_surface,9,5,35,4
nightgown,is_soft,external_surface_property,tactile,7,6,239,27
nightgown,is_warm,systemic_property,tactile,7,6,144,14
nightgown,different_colours,external_surface_property,visual-colour,6,8,460,58
nightgown,made_of_cotton,made_of,visual-form_and_surface,6,8,88,12
nightgown,clothing,superordinate,taxonomic,5,10,,34
nightgown,made_of_silk,made_of,visual-form_and_surface,5,10,49,6
nightingale,a_bird,superordinate,taxonomic,25,1,,39
nightingale,beh_-_flies,entity_behavior,visual-motion,15,2,712,46
nightingale,has_feathers,external_component,visual-form_and_surface,12,3,524,38
nightingale,has_wings,external_component,visual-form_and_surface,12,3,529,44
nightingale,beh_-_sings,entity_behavior,sound,11,5,108,11
nightingale,has_a_beak,external_component,visual-form_and_surface,7,6,443,38
nylons,worn_by_women,participant,function,19,1,232,18
nylons,has_runs,external_surface_property,visual-form_and_surface,12,2,22,2
nylons,worn_on_legs,function,function,11,3,18,2
nylons,different_colours,external_surface_property,visual-colour,10,4,460,58
nylons,a_pantyhose,synonym,taxonomic,8,5,,1
nylons,is_stretchy,external_surface_property,tactile,7,6,14,2
nylons,made_of_material,made_of,visual-form_and_surface,7,6,154,18
nylons,a_stockings,synonym,taxonomic,6,8,,1
nylons,has_toes,external_component,visual-form_and_surface,6,8,6,1
nylons,inbeh_-_runs_easily,entity_behavior,encyclopaedic,6,8,11,2
nylons,is_sheer,external_surface_property,visual-form_and_surface,6,8,6,1
nylons,is_transparent,external_surface_property,visual-colour,6,8,50,6
nylons,worn_for_covering,function,function,6,8,45,6
nylons,worn_with_dresses,associated_entity,encyclopaedic,6,8,6,1
nylons,is_thin,external_surface_property,visual-form_and_surface,5,15,109,16
nylons,used_for_making_things,function,function,5,15,5,1
nylons,worn_for_covering_legs,function,function,5,15,23,3
nylons,worn_with_skirts,associated_entity,encyclopaedic,5,15,16,2
oak,a_tree,superordinate,taxonomic,30,1,,5
oak,made_of_wood,made_of,visual-form_and_surface,16,2,1091,79
oak,has_leaves,external_component,visual-form_and_surface,15,3,157,15
oak,used_for_making_furniture,function,function,14,4,28,3
oak,grows_in_forests,location,encyclopaedic,9,5,46,5
oak,is_hard,external_surface_property,tactile,8,6,211,22
oak,is_large,external_surface_property,visual-form_and_surface,8,6,1076,106
oak,is_strong,systemic_property,encyclopaedic,7,8,73,8
oak,is_tall,external_surface_property,visual-form_and_surface,7,8,121,12
oak,is_brown,external_surface_property,visual-colour,6,10,480,54
oak,used_as_home_by_animals,function,function,6,10,6,1
octopus,has_8_tentacles,external_component,visual-form_and_surface,16,1,16,1
octopus,is_edible,function,function,10,2,890,78
octopus,lives_in_oceans,location,encyclopaedic,10,2,101,10
octopus,beh_-_swims,entity_behavior,visual-motion,9,4,411,33
octopus,has_tentacles,external_component,visual-form_and_surface,9,4,24,2
octopus,beh_-_shoots_ink,entity_behavior,visual-motion,8,6,14,2
octopus,has_suction_cups,external_component,visual-form_and_surface,7,7,7,1
octopus,is_large,external_surface_property,visual-form_and_surface,7,7,1076,106
octopus,lives_in_water,location,encyclopaedic,7,7,394,32
octopus,an_animal,superordinate,taxonomic,6,10,,99
octopus,a_fish,superordinate,taxonomic,5,11,,16
octopus,is_ugly,evaluation,encyclopaedic,5,11,78,10
octopus,lives_in_seas,location,encyclopaedic,5,11,21,4
olive,is_green,external_surface_property,visual-colour,27,1,834,47
olive,is_black,external_surface_property,visual-colour,26,2,607,50
olive,eaten_in_salads,function,function,16,3,164,13
olive,used_for_oil,function,function,14,4,14,1
olive,eaten_on_pizza,function,function,12,5,31,4
olive,has_a_pit,internal_component,visual-form_and_surface,12,5,94,6
olive,grows_on_trees,origin,encyclopaedic,11,7,223,19
olive,a_vegetable,superordinate,taxonomic,9,8,,28
olive,is_edible,function,function,8,9,890,78
olive,eaten_in_martinis,function,function,7,10,7,1
olive,eaten_in_pasta,function,function,6,11,6,1
olive,is_small,external_surface_property,visual-form_and_surface,6,11,1229,121
olive,tastes_good,internal_surface_property,taste,6,11,235,33
olive,a_food,superordinate,taxonomic,5,14,,9
olive,a_fruit,superordinate,taxonomic,5,14,,29
olive,is_oval,external_surface_property,visual-form_and_surface,5,14,27,3
olive,is_red,external_surface_property,visual-colour,5,14,382,26
onions,causes_crying/tears,contingency,encyclopaedic,26,1,26,1
onions,a_vegetable,superordinate,taxonomic,22,2,,28
onions,is_strong_smelling,external_surface_property,smell,14,3,26,2
onions,is_white,external_surface_property,visual-colour,14,3,634,51
onions,has_layers,internal_component,visual-form_and_surface,12,5,12,1
onions,tastes_strong,internal_surface_property,taste,11,6,20,2
onions,has_skin,external_component,visual-form_and_surface,10,7,131,16
onions,causes_bad_breath,contingency,encyclopaedic,9,8,24,2
onions,is_round,external_surface_property,visual-form_and_surface,7,9,823,76
onions,eaten_by_chopping,action,function,6,10,6,1
onions,eaten_in_soups,function,function,6,10,29,5
onions,eg_-_spanish,subordinate,taxonomic,6,10,,1
onions,is_yellow,external_surface_property,visual-colour,6,10,345,27
onions,comes_in_bulbs,external_surface_property,visual-form_and_surface,5,14,22,2
onions,eaten_in_salads,function,function,5,14,164,13
onions,is_green,external_surface_property,visual-colour,5,14,834,47
orange,a_fruit,superordinate,taxonomic,26,1,,29
orange,has_vitamin_C,internal_component,encyclopaedic,17,2,32,4
orange,used_for_juice,function,function,16,3,81,7
orange,is_round,external_surface_property,visual-form_and_surface,15,4,823,76
orange,is_juicy,internal_surface_property,tactile,13,5,230,21
orange,a_colour,superordinate,taxonomic,12,6,,1
orange,has_seeds,internal_component,visual-form_and_surface,12,6,251,21
orange,is_citrus,systemic_property,encyclopaedic,12,6,70,5
orange,grows_in_Florida,location,encyclopaedic,11,9,23,3
orange,tastes_sweet,internal_surface_property,taste,11,9,320,24
orange,is_orange,external_surface_property,visual-colour,10,11,210,15
orange,grows_on_trees,origin,encyclopaedic,9,12,223,19
orange,has_peel,external_component,visual-form_and_surface,9,12,43,6
orange,has_sections,internal_component,visual-form_and_surface,7,14,23,3
orange,has_pulp,internal_component,visual-form_and_surface,5,15,10,2
orange,is_bright,external_surface_property,visual-form_and_surface,5,15,15,3
oriole,a_bird,superordinate,taxonomic,23,1,,39
oriole,beh_-_flies,entity_behavior,visual-motion,15,2,712,46
oriole,associated_with_baseball,associated_entity,encyclopaedic,10,3,10,1
oriole,has_wings,external_component,visual-form_and_surface,10,3,529,44
oriole,has_a_beak,external_component,visual-form_and_surface,9,5,443,38
oriole,has_feathers,external_component,visual-form_and_surface,9,5,524,38
oriole,is_orange,external_surface_property,visual-colour,8,7,210,15
oriole,is_black,external_surface_property,visual-colour,6,8,607,50
oriole,beh_-_lays_eggs,entity_behavior,encyclopaedic,5,9,332,32
ostrich,a_bird,superordinate,taxonomic,27,1,,39
ostrich,has_feathers,external_component,visual-form_and_surface,22,2,524,38
ostrich,has_a_long_neck,external_component,visual-form_and_surface,21,3,76,5
ostrich,has_a_neck,external_component,visual-form_and_surface,21,3,46,5
ostrich,beh_-_sticks_head_in_sand,entity_behavior,visual-motion,19,5,19,1
ostrich,has_legs,external_component,visual-form_and_surface,19,5,489,44
ostrich,beh_-_lays_eggs,entity_behavior,encyclopaedic,16,7,332,32
ostrich,beh_-_cannot_fly,negation,encyclopaedic,15,8,81,7
ostrich,has_long_legs,external_component,visual-form_and_surface,13,9,67,6
ostrich,is_large,external_surface_property,visual-form_and_surface,13,9,1076,106
ostrich,beh_-_runs,entity_behavior,visual-motion,12,11,38,5
ostrich,beh_-_lays_large_eggs,entity_behavior,encyclopaedic,9,12,9,1
ostrich,beh_-_runs_fast,entity_behavior,visual-motion,9,12,40,3
ostrich,lives_in_Africa,location,encyclopaedic,8,14,93,7
ostrich,is_strange_looking,evaluation,encyclopaedic,7,15,7,1
ostrich,is_ugly,evaluation,encyclopaedic,7,15,78,10
ostrich,has_a_beak,external_component,visual-form_and_surface,6,17,443,38
ostrich,has_wings,external_component,visual-form_and_surface,5,18,529,44
ostrich,lives_in_zoos,location,encyclopaedic,5,18,67,9
otter,beh_-_swims,entity_behavior,visual-motion,25,1,411,33
otter,lives_in_water,location,encyclopaedic,20,2,394,32
otter,an_animal,superordinate,taxonomic,19,3,,99
otter,has_fur,external_component,visual-form_and_surface,16,4,264,22
otter,is_brown,external_surface_property,visual-colour,10,5,480,54
otter,a_mammal,superordinate,taxonomic,8,6,,42
otter,beh_-_eats,entity_behavior,visual-motion,5,7,443,39
otter,has_a_tail,external_component,visual-form_and_surface,5,7,379,39
otter,is_cute,evaluation,encyclopaedic,5,7,52,9
oven,is_hot,internal_surface_property,tactile,22,1,54,4
oven,used_for_cooking,function,function,18,2,232,13
oven,found_in_kitchens,location,encyclopaedic,16,3,386,32
oven,used_for_baking,function,function,13,4,32,4
oven,requires_electricity,contingency,encyclopaedic,12,5,12,1
oven,has_racks,internal_component,visual-form_and_surface,10,6,23,2
oven,an_appliance,superordinate,taxonomic,9,7,,10
oven,requires_gas,contingency,encyclopaedic,9,7,28,3
oven,has_a_door,external_component,visual-form_and_surface,7,9,35,5
oven,made_of_metal,made_of,visual-form_and_surface,7,9,1472,133
oven,is_dangerous,systemic_property,encyclopaedic,6,11,316,37
oven,used_for_broiling,function,function,6,11,6,1
oven,has_a_temperature_control,external_component,visual-form_and_surface,5,13,5,1
oven,used_for_food,function,function,5,13,74,7
owl,beh_-_is_nocturnal,entity_behavior,encyclopaedic,25,1,55,3
owl,a_bird,superordinate,taxonomic,21,2,,39
owl,has_eyes,external_component,visual-form_and_surface,16,3,118,16
owl,beh_-_flies,entity_behavior,visual-motion,15,4,712,46
owl,beh_-_hoots,entity_behavior,sound,15,4,15,1
owl,has_feathers,external_component,visual-form_and_surface,13,6,524,38
owl,has_wings,external_component,visual-form_and_surface,12,7,529,44
owl,lives_in_trees,location,encyclopaedic,11,8,61,6
owl,an_animal,superordinate,taxonomic,9,9,,99
owl,beh_-_eats_mice,entity_behavior,visual-motion,8,10,22,3
owl,has_a_beak,external_component,visual-form_and_surface,7,11,443,38
owl,is_brown,external_surface_property,visual-colour,7,11,480,54
owl,lives_in_forests,location,encyclopaedic,5,13,68,9
ox,an_animal,superordinate,taxonomic,24,1,,99
ox,is_large,external_surface_property,visual-form_and_surface,18,2,1076,106
ox,has_4_legs,external_component,visual-form_and_surface,15,3,468,49
ox,is_strong,systemic_property,encyclopaedic,12,4,73,8
ox,a_mammal,superordinate,taxonomic,11,5,,42
ox,has_horns,external_component,visual-form_and_surface,11,5,69,6
ox,is_brown,external_surface_property,visual-colour,9,7,480,54
ox,is_furry,external_surface_property,tactile,7,8,211,20
ox,like_a_cow,cognitive_operation,encyclopaedic,6,9,12,2
ox,beh_-_eats_grass,entity_behavior,visual-motion,5,10,62,7
ox,used_for_ploughing,function,function,5,10,17,2
paintbrush,used_for_painting,function,function,23,1,28,2
paintbrush,has_bristles,external_component,visual-form_and_surface,16,2,51,3
paintbrush,has_a_handle,external_component,visual-form_and_surface,11,3,508,42
paintbrush,different_sizes,external_surface_property,visual-form_and_surface,10,4,135,19
paintbrush,made_of_wood,made_of,visual-form_and_surface,7,5,1091,79
paintbrush,is_long,external_surface_property,visual-form_and_surface,6,6,844,81
pajamas,worn_to_bed,function,function,29,1,29,1
pajamas,has_pants,external_component,visual-form_and_surface,15,2,15,1
pajamas,is_comfortable,evaluation,tactile,15,2,171,15
pajamas,has_a_shirt,external_component,visual-form_and_surface,13,4,13,1
pajamas,is_warm,systemic_property,tactile,12,5,144,14
pajamas,worn_at_night,time,encyclopaedic,10,6,35,2
pajamas,has_2_pieces,external_component,visual-form_and_surface,8,7,25,2
pajamas,made_of_cotton,made_of,visual-form_and_surface,8,7,88,12
pajamas,is_soft,external_surface_property,tactile,6,9,239,27
pajamas,clothing,superordinate,taxonomic,5,10,,34
pajamas,made_of_silk,made_of,visual-form_and_surface,5,10,49,6
pan,used_for_cooking,function,function,24,1,232,13
pan,used_for_frying,function,function,18,2,36,2
pan,made_of_metal,made_of,visual-form_and_surface,16,3,1472,133
pan,has_a_handle,external_component,visual-form_and_surface,13,4,508,42
pan,found_in_kitchens,location,encyclopaedic,8,5,386,32
pan,is_round,external_surface_property,visual-form_and_surface,8,5,823,76
pan,made_of_cast_iron,made_of,visual-form_and_surface,6,7,6,1
pan,used_for_finding_gold,function,function,6,7,6,1
pan,used_on_stove_tops,associated_entity,encyclopaedic,6,7,45,4
pan,has_a_lid,external_component,visual-form_and_surface,5,10,74,6
pan,has_Teflon_coating,external_component,visual-form_and_surface,5,10,5,1
pan,is_non-stick,systemic_property,encyclopaedic,5,10,5,1
panther,is_black,external_surface_property,visual-colour,23,1,607,50
panther,a_cat,coordinate,taxonomic,18,2,,5
panther,an_animal,superordinate,taxonomic,16,3,,99
panther,a_carnivore,superordinate,taxonomic,14,4,,11
panther,is_fast,systemic_property,visual-motion,14,4,346,33
panther,is_wild,systemic_property,encyclopaedic,10,6,23,3
panther,a_predator,superordinate,taxonomic,7,7,,9
panther,has_4_legs,external_component,visual-form_and_surface,7,7,468,49
panther,beh_-_hunts,entity_behavior,encyclopaedic,6,9,36,5
panther,beh_-_climbs_trees,entity_behavior,visual-motion,5,10,32,4
panther,has_a_tail,external_component,visual-form_and_surface,5,10,379,39
panther,is_sleek,external_surface_property,visual-form_and_surface,5,10,11,2
panther,lives_in_jungles,location,encyclopaedic,5,10,55,7
pants,has_zippers,external_component,visual-form_and_surface,20,1,41,3
pants,clothing,superordinate,taxonomic,15,2,,34
pants,eg_-_jeans,subordinate,taxonomic,12,3,,1
pants,has_legs,external_component,visual-form_and_surface,12,3,489,44
pants,has_pockets,external_component,visual-form_and_surface,12,3,52,6
pants,has_2_legs,external_component,visual-form_and_surface,11,6,27,3
pants,has_buttons,external_component,visual-form_and_surface,11,6,163,13
pants,worn_by_men,participant,function,10,8,62,6
pants,different_colours,external_surface_property,visual-colour,9,9,460,58
pants,eg_-_bell_bottoms,subordinate,taxonomic,9,9,,1
pants,worn_by_women,participant,function,9,9,232,18
pants,worn_for_covering,function,function,9,9,45,6
pants,worn_for_covering_legs,function,function,9,9,23,3
pants,has_cuffs,external_component,visual-form_and_surface,8,14,13,2
pants,made_of_material,made_of,visual-form_and_surface,8,14,154,18
pants,worn_for_warmth,function,function,7,16,206,15
pants,is_long,external_surface_property,visual-form_and_surface,6,17,844,81
pants,worn_with_belts,associated_entity,encyclopaedic,6,17,18,2
pants,has_belt_loops,external_component,visual-form_and_surface,5,19,5,1
pants,has_seams,external_component,visual-form_and_surface,5,19,5,1
pants,made_of_different_materials,made_of,visual-form_and_surface,5,19,35,6
parakeet,a_bird,superordinate,taxonomic,30,1,,39
parakeet,is_colourful,external_surface_property,visual-colour,22,2,159,19
parakeet,beh_-_talks,entity_behavior,sound,16,3,23,2
parakeet,lives_in_cages,location,encyclopaedic,15,4,76,4
parakeet,has_feathers,external_component,visual-form_and_surface,13,5,524,38
parakeet,beh_-_flies,entity_behavior,visual-motion,12,6,712,46
parakeet,a_pet,superordinate,taxonomic,11,7,,11
parakeet,beh_-_eats,entity_behavior,visual-motion,10,8,443,39
parakeet,has_wings,external_component,visual-form_and_surface,10,8,529,44
parakeet,has_a_beak,external_component,visual-form_and_surface,9,10,443,38
parakeet,beh_-_eats_seeds,entity_behavior,visual-motion,8,11,37,3
parakeet,beh_-_sings,entity_behavior,sound,8,11,108,11
parakeet,is_tropical,systemic_property,encyclopaedic,8,11,34,3
parakeet,beh_-_chirps,entity_behavior,sound,6,14,41,6
parakeet,is_loud,external_surface_property,sound,6,14,317,34
parakeet,is_small,external_surface_property,visual-form_and_surface,5,16,1229,121
parka,is_warm,systemic_property,tactile,20,1,144,14
parka,has_a_hood,external_component,visual-form_and_surface,10,2,29,4
parka,a_jacket,superordinate,taxonomic,8,3,,1
parka,is_large,external_surface_property,visual-form_and_surface,7,4,1076,106
parka,worn_for_the_snow,function,function,6,5,6,1
parka,associated_with_Eskimos,associated_entity,encyclopaedic,5,6,5,1
parka,clothing,superordinate,taxonomic,5,6,,34
parka,has_a_lining,internal_component,visual-form_and_surface,5,6,5,1
parka,made_of_fur,made_of,visual-form_and_surface,5,6,20,3
parka,worn_for_the_rain,function,function,5,6,21,3
parsley,is_green,external_surface_property,visual-colour,28,1,834,47
parsley,a_vegetable,superordinate,taxonomic,14,2,,28
parsley,is_leafy,external_surface_property,visual-form_and_surface,13,3,26,2
parsley,used_for_decoration,function,function,11,4,19,2
parsley,used_for_garnish,function,function,11,4,11,1
parsley,a_herb,superordinate,taxonomic,9,6,,1
parsley,is_edible,function,function,9,6,890,78
parsley,a_food,superordinate,taxonomic,8,8,,9
parsley,grows_in_gardens,location,encyclopaedic,8,8,144,18
parsley,tastes_good,internal_surface_property,taste,5,10,235,33
partridge,a_bird,superordinate,taxonomic,29,1,,39
partridge,has_feathers,external_component,visual-form_and_surface,21,2,524,38
partridge,beh_-_flies,entity_behavior,visual-motion,17,3,712,46
partridge,has_wings,external_component,visual-form_and_surface,14,4,529,44
partridge,has_a_beak,external_component,visual-form_and_surface,13,5,443,38
partridge,beh_-_lays_eggs,entity_behavior,encyclopaedic,10,6,332,32
partridge,is_edible,function,function,9,7,890,78
partridge,lives_in_pear_trees,location,encyclopaedic,9,7,9,1
partridge,an_animal,superordinate,taxonomic,6,9,,99
partridge,hunted_by_people,participant,function,6,9,267,27
peach,a_fruit,superordinate,taxonomic,27,1,,29
peach,grows_on_trees,origin,encyclopaedic,21,2,223,19
peach,has_a_pit,internal_component,visual-form_and_surface,17,3,94,6
peach,is_furry/fuzzy,external_surface_property,tactile,17,3,17,1
peach,is_juicy,internal_surface_property,tactile,17,3,230,21
peach,tastes_sweet,internal_surface_property,taste,13,6,320,24
peach,is_round,external_surface_property,visual-form_and_surface,10,7,823,76
peach,has_skin,external_component,visual-form_and_surface,8,8,131,16
peach,tastes_good,internal_surface_property,taste,8,8,235,33
peach,is_edible,function,function,7,10,890,78
peach,eaten_in_summer,time,encyclopaedic,6,11,29,5
peach,has_a_stone,internal_component,visual-form_and_surface,6,11,6,1
peach,has_fuzzy_skin,external_component,tactile,5,13,5,1
peach,is_orange,external_surface_property,visual-colour,5,13,210,15
peach,is_soft,external_surface_property,tactile,5,13,239,27
peacock,a_bird,superordinate,taxonomic,28,1,,39
peacock,has_feathers,external_component,visual-form_and_surface,22,2,524,38
peacock,is_colourful,external_surface_property,visual-colour,14,3,159,19
peacock,beh_-_lays_eggs,entity_behavior,encyclopaedic,12,4,332,32
peacock,an_animal,superordinate,taxonomic,11,5,,99
peacock,has_a_tail,external_component,visual-form_and_surface,9,6,379,39
peacock,is_beautiful,evaluation,encyclopaedic,9,6,42,6
peacock,beh_-_cannot_fly,negation,encyclopaedic,8,8,81,7
peacock,has_a_beak,external_component,visual-form_and_surface,8,8,443,38
peacock,is_blue,external_surface_property,visual-colour,8,8,99,6
peacock,different_colours,external_surface_property,visual-colour,7,11,460,58
peacock,has_long_tail_feathers,external_component,visual-form_and_surface,6,12,6,1
peacock,is_large,external_surface_property,visual-form_and_surface,6,12,1076,106
peacock,lives_in_zoos,location,encyclopaedic,6,12,67,9
peacock,beh_-_fans_tail_feathers,entity_behavior,visual-motion,5,15,5,1
peacock,beh_-_flies,entity_behavior,visual-motion,5,15,712,46
pear,a_fruit,superordinate,taxonomic,28,1,,29
pear,is_green,external_surface_property,visual-colour,22,2,834,47
pear,grows_on_trees,origin,encyclopaedic,19,3,223,19
pear,is_edible,function,function,16,4,890,78
pear,is_yellow,external_surface_property,visual-colour,14,5,345,27
pear,tastes_sweet,internal_surface_property,taste,9,6,320,24
pear,has_a_skin,external_component,visual-form_and_surface,8,7,19,3
pear,is_soft,external_surface_property,tactile,8,7,239,27
pear,is_juicy,internal_surface_property,tactile,7,9,230,21
pear,has_a_stem,external_component,visual-form_and_surface,6,10,45,4
pear,tastes_good,internal_surface_property,taste,6,10,235,33
pear,grows_in_the_summer,time,encyclopaedic,5,12,5,1
pear,is_white,external_surface_property,visual-colour,5,12,634,51
pearl,is_white,external_surface_property,visual-colour,21,1,634,51
pearl,is_round,external_surface_property,visual-form_and_surface,18,2,823,76
pearl,worn_as_necklaces,function,function,13,3,13,1
pearl,found_in_oysters,location,encyclopaedic,11,4,11,1
pearl,is_expensive,systemic_property,encyclopaedic,11,4,226,22
pearl,is_small,external_surface_property,visual-form_and_surface,9,6,1229,121
pearl,is_shiny,external_surface_property,visual-form_and_surface,8,7,106,15
pearl,found_in_oceans,location,encyclopaedic,7,8,7,1
pearl,made_by_oysters,origin,encyclopaedic,7,8,7,1
pearl,has_value,systemic_property,encyclopaedic,6,10,11,2
pearl,is_black,external_surface_property,visual-colour,6,10,607,50
pearl,is_hard,external_surface_property,tactile,6,10,211,22
pearl,found_in_clams,location,encyclopaedic,5,13,5,1
pearl,is_smooth,external_surface_property,tactile,5,13,46,8
pearl,worn_as_earrings,function,function,5,13,5,1
peas,is_green,external_surface_property,visual-colour,29,1,834,47
peas,a_vegetable,superordinate,taxonomic,22,2,,28
peas,grows_in_pods,origin,encyclopaedic,21,3,21,1
peas,is_small,external_surface_property,visual-form_and_surface,20,4,1229,121
peas,is_round,external_surface_property,visual-form_and_surface,14,5,823,76
peas,is_nutritious,systemic_property,encyclopaedic,10,6,115,15
peas,comes_frozen,external_surface_property,encyclopaedic,8,7,8,1
peas,eaten_by_cooking,action,function,8,7,100,15
peas,eaten_in_soups,function,function,8,7,29,5
peas,tastes_good,internal_surface_property,taste,6,10,235,33
peas,is_edible,function,function,5,11,890,78
peas,is_yellow,external_surface_property,visual-colour,5,11,345,27
peg,made_of_wood,made_of,visual-form_and_surface,18,1,1091,79
peg,made_of_metal,made_of,visual-form_and_surface,12,2,1472,133
peg,used_by_hanging_things_on,action,function,10,3,39,3
peg,made_of_plastic,made_of,visual-form_and_surface,9,4,446,51
peg,is_small,external_surface_property,visual-form_and_surface,8,5,1229,121
peg,is_round,external_surface_property,visual-form_and_surface,6,6,823,76
peg,has_a_pointed_end,external_surface_property,visual-form_and_surface,5,7,91,11
pelican,a_bird,superordinate,taxonomic,26,1,,39
pelican,beh_-_eats_fish,entity_behavior,visual-motion,22,2,83,7
pelican,beh_-_flies,entity_behavior,visual-motion,19,3,712,46
pelican,has_a_beak,external_component,visual-form_and_surface,19,3,443,38
